,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,1w_chg_pct,1m_chg_pct,1y_chg_pct,max_drawdown,ticker,fax,address2,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid,ratecode,USD-USD,CNY-USD,TWD-USD,CNY-HKD,EUR-USD,rate
23,06901,Communication Services,96100.0,"Charter Communications, Inc. operates as a broadband connectivity and cable operator company serving residential and commercial customers in the United States. The company provides Internet services, such as security suite that protects computers from viruses and spyware; in-home WiFi, which provides customers with high performance wireless routers to enhance their in-home wireless Internet experience; out-of-home WiFi; and Spectrum WiFi services, as well as video services. It also offers voice communications services using voice over Internet protocol technology; and broadband communications solutions, such as Internet access, data networking, fiber connectivity, video entertainment, and business telephone services to cellular towers and office buildings for business and carrier organizations. In addition, the company provides mobile services; offers video programming, static IP and business WiFi, email and security, and multi-line telephone services, as well as Web-based service management; sells local advertising across various platforms for networks, such as MTV, CNN, and ESPN; sells advertising inventory to local sports and news channels; and offers Audience App for optimizes linear inventory. Further, it offers communications products and managed service solutions; data connectivity services to mobile and wireline carriers on a wholesale basis; and owns and operates regional sports and news networks. The company serves approximately 31 million customers in 41 states. Charter Communications, Inc. was founded in 1993 and is headquartered in Stamford, Connecticut.",Stamford,203-905-7801,CT,United States,[],https://corporate.charter.com,1.0,400 Atlantic Street,Entertainment,0.39200002,0.08396,0.44784,16161999872,0.092,0.20658001,20028999680.0,603.0,buy,21198000000.0,6336875008,802.0,656.28,0.667,0.286,0.04602,28.0,771.61,417.43,0.17694001,925.0,466000000.0,89856000000.0,51093999616.0,2.599,USD,270.338,0.254,2.4,NMS,"Charter Communications, Inc.","Charter Communications, Inc.",America/New_York,EST,True,-18000000,EQUITY,CHTR,finmb_19609,us_market,,4.139,,10.558,0.003519535,,31.38,,179291008.0,,,,94.985,7962171.0,0.0444,,1609372800.0,0.70921,4289999872.0,21.943,,0.2825023,6.9093018,0.3186,1672444800.0,,1632960000.0,6.06,1636934400.0,111735990.0,1.05238,211463290880.0,2.0,,,,,,,0.495,2.3916872,1639526400.0,0.78,,23.290545,,0.0865,8166362.0,179291008,,,639.79,641.34,701.05414,,0.0,,650.0,,1381200.0,639.79,674.1578,,641.34,,1381200.0,,,,,,,641.01,USD,36.60826,160088.0,,,,122200858624.0,,,1074067.0,641.01,649.87,1300.0,160088.0,825.62,,,585.45,649.52,False,,800.0,650.0,647.71,,https://logo.clearbit.com/corporate.charter.com,2.5774163140808826,-1.7824231283040892,-1.308302719992016,-20.06430841394683,CHTR,,,,,,8126b1f2-3d69-3a83-9d74-85cd4b083a2e,USD-USD,1,0.16,0.036,1.22,1.13,1.0
24,45262-5737,Industrials,40000.0,"Cintas Corporation provides corporate identity uniforms and related business services primarily in the United States, Canada, and Latin America. It operates through Uniform Rental and Facility Services, First Aid and Safety Services, and All Other segments. The company rents and services uniforms and other garments, including flame resistant clothing, mats, mops and shop towels, and other ancillary items; and provides restroom cleaning services and supplies, as well as sells uniforms. It also offers first aid and safety services, and fire protection products and services. The company provides its products and services through its distribution network and local delivery routes, or local representatives to small service and manufacturing companies, as well as major corporations. Cintas Corporation was founded in 1968 and is headquartered in Cincinnati, Ohio.",Cincinnati,513 459 1200,OH,United States,[],https://www.cintas.com,1.0,6800 Cintas Boulevard,Specialty Business Services,0.23646,0.15717,0.46668,1310589056,0.086,0.19748,1718322048.0,353.0,buy,3314651000.0,1093452416,420.0,436.93,0.119,1.092,0.11281,10.0,407.1,86.81,0.33038,450.0,79749000.0,2872723968.0,7266715136.0,0.771,USD,69.425,0.449,2.3,NMS,Cintas Corporation,Cintas Corporation,America/New_York,EST,True,-18000000,EQUITY,CTAS,finmb_260725,us_market,,6.503,,27.499,,,10.23,,105053000.0,,,,36.334,970591.0,0.0094,,1622419200.0,0.65827006,1134926976.0,9.136,,,12.025375,0.14829999,1685491200.0,,1630368000.0,3.09,1635465600.0,88047456.0,1.465974,47252049920.0,2.0,,952473600,3:2,,,,0.104,6.3165827,1638230400.0,3.31,,42.710655,,0.011,985178.0,,,,428.89,431.81,388.5043,0.009932617,0.5639,,442.31,,593310.0,428.89,436.8836,4.26,431.81,,593310.0,,,3.8,1636675200,,,431.76,USD,47.82509,268057.0,,,,45900808192.0,,,389514.0,431.76,437.38,1200.0,268057.0,461.44,,1.02,314.62,436.94,False,0.0088,900.0,442.31,436.93,,https://logo.clearbit.com/cintas.com,3.7422153104042177,2.348582153763301,29.241680126577087,-2.946888298810646,CTAS,,PO Box 625737,,,,1d3d7b01-7703-34ac-ba0b-74dff54e6e3b,USD-USD,1,0.16,0.036,1.22,1.13,1.0
25,95134,Technology,79500.0,"Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other products related to the communications and information technology industry in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and China. It provides infrastructure platforms, including networking technologies of switching, routing, wireless, and data center products that are designed to work together to deliver networking capabilities, and transport and/or store data. The company also offers collaboration products comprising unified communications, Cisco TelePresence, and conferencing, as well as the Internet of Things and analytics software. In addition, it provides security products, such as network security, cloud and email security, identity and access management, advanced threat protection, and unified threat management products. Further, the company offers a range of service and support options for its customers, including technical support and advanced services. It serves businesses of various sizes, public institutions, governments, and service providers. The company sells its products and services directly, as well as through systems integrators, service providers, other resellers, and distributors. Cisco Systems, Inc. has strategic alliances with other companies. Cisco Systems, Inc. was incorporated in 1984 and is headquartered in San Jose, California.",San Jose,408 526 4000,CA,United States,[],https://www.cisco.com,1.0,170 West Tasman Drive,Communication Equipment,0.31235,0.2244,0.63726,14785000448,0.081,0.27665,15864000512.0,52.0,buy,31894000000.0,10929999872,59.5,62.245,0.373,1.618,0.09196,24.0,59.81,25.032,0.28190002,70.0,23352000512.0,10689000448.0,50788999168.0,5.537,USD,12.038,1.408,2.3,NMS,"Cisco Systems, Inc.","Cisco Systems, Inc.",America/New_York,EST,True,-18000000,EQUITY,CSCO,finmb_19691,us_market,,4.671,,14.954,,,3.4,,4214200064.0,,,,9.539,44962654.0,0.0107,,1627689600.0,0.75154996,11397000192.0,2.419,,,6.525317,0.00068999996,1690761600.0,,1635552000.0,1.85,1635465600.0,4214738583.0,0.912727,237230194688.0,2.0,,953769600,2:1,,,,0.371,5.1647577,1638230400.0,2.69,,18.307352,,0.0107,41416078.0,,,,61.53,61.79,54.8824,0.023565741,0.5465,,62.895,,23845260.0,61.53,57.2548,1.45,61.79,,23845260.0,,,1.48,1633305600,,,61.79,USD,25.731709,8554691.0,,,,262312886272.0,,,20342306.0,61.79,62.34,1800.0,8554691.0,63.84,,2.96,43.35,62.33,False,0.025,1800.0,62.895,62.245,,https://logo.clearbit.com/cisco.com,3.949293602120796,14.705884163868067,47.48097436646679,0.0,CSCO,,,,,,85fd1bb0-e226-3a6a-b3e9-b5dc1a4952f1,USD-USD,1,0.16,0.036,1.22,1.13,1.0
26,07666,Technology,318400.0,"Cognizant Technology Solutions Corporation, a professional services company, provides consulting and technology, and outsourcing services in North America, Europe, and internationally. The company operates through four segments: Financial Services; Healthcare; Products and Resources; and Communications, Media and Technology. It offers customer experience enhancement, robotic process automation, analytics, and AI services in areas, such as digital lending, fraud detection, and next generation payments; and enhanced compliance, integrated health management, claims investigative services, and patient experience, as well as services that drive operational improvements in areas, such as claims processing, enrollment, membership, and billing to healthcare providers and payers, and life sciences companies, including pharmaceutical, biotech, and medical device companies. The company also provides solution to manufacturers, retailers and travel and hospitality companies, as well as companies providing logistics, energy and utility services; and cloud, interactive, and IoT services to information, media and entertainment, and communications and technology companies. Cognizant Technology Solutions Corporation was founded in 1994 and is headquartered in Teaneck, New Jersey.",Teaneck,201-801-0233,NJ,United States,[],https://www.cognizant.com,1.0,300 Frank West Burr Boulevard,Information Technology Services,0.17601,0.104779996,0.37429002,2568000000,0.118,0.14519,3152999936.0,58.5,buy,6060000000.0,1644375040,89.5,86.33,0.609,2.108,0.09026,24.0,85.15,14.533,0.16548,95.0,2412999936.0,1678000000.0,17913999360.0,4.594,USD,33.928,1.89,2.4,NMS,Cognizant Technology Solutions ,Cognizant Technology Solutions Corporation,America/New_York,EST,True,-18000000,EQUITY,CTSH,finmb_386024,us_market,,2.39,,13.579,,,4.39,,527412000.0,,,,20.903,6775652.0,0.0128999995,,1609372800.0,0.93362,1876999936.0,2.846,,,4.130029,0.00127,1672444800.0,,1632960000.0,2.67,1635465600.0,524132948.0,1.126753,42813620224.0,2.0,,1394409600,2:1,,,,0.563,2.5416703,1638230400.0,1.59,,19.66515,,0.0128999995,6109746.0,,,,85.9,86.05,76.11325,0.010477299,0.26479998,,86.97,,2925570.0,85.9,80.9634,0.9,86.05,,2925570.0,,,0.96,1637193600,,,85.93,USD,30.333803,444090.0,,,,45531480064.0,,,2638614.0,85.93,86.47,1300.0,444090.0,88.89,,,66.19,86.44,False,0.0113,800.0,86.97,86.33,,https://logo.clearbit.com/cognizant.com,4.295686550017175,12.394928323794918,12.70856296903753,0.0,CTSH,,,,,,5d982cfb-cda3-3368-83e4-4d2610bc5294,USD-USD,1,0.16,0.036,1.22,1.13,1.0
27,19103-2838,Communication Services,168000.0,"Comcast Corporation operates as a media and technology company worldwide. It operates through Cable Communications, Cable Networks, Broadcast Television, Filmed Entertainment, Theme Parks, and Sky segments. The Cable Communications segment offers cable services, including high-speed Internet, video, voice, wireless, and security and automation services to residential and business customers under the Xfinity brand, as well as sells advertising. The Cable Networks segment operates national cable networks that provide various entertainment, news and information, and sports content; regional sports and news networks; international cable networks; and various digital properties, including brand-aligned Websites, as well as engages in the cable television studio production operations. The Broadcast Television segment operates NBC and Telemundo broadcast networks, NBC and Telemundo local broadcast television stations, broadcast television studio production operations, and various digital properties. The Filmed Entertainment segment produces, acquires, markets, and distributes filmed entertainment under the Universal Pictures, Illumination, DreamWorks Animation, and Focus Features names. It also develops, produces, and licenses stage plays; and distributes filmed entertainment produced by third parties. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; and Osaka, Japan. The Sky segment offers direct-to-consumer services, such as video, high-speed Internet, voice, and wireless phone services; and content services comprising operating entertainment networks, the Sky News broadcast network, and Sky Sports networks. The company also owns the Philadelphia Flyers, as well as the Wells Fargo Center arena in Philadelphia, Pennsylvania; and provides streaming service, such as Peacock. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215 286 1700,PA,United States,[],https://corporate.comcast.com,1.0,One Comcast Center,Entertainment,0.2935,0.12731,0.66587996,26499000320,0.187,0.17506,33387999232.0,46.0,buy,70443000000.0,10249124864,64.0,50.59,0.955,1.026,0.04559,34.0,63.69,104.661,0.15312,75.0,11806000128.0,102385999872.0,113757003776.0,2.584,USD,24.781,0.889,2.1,NMS,Comcast Corporation,Comcast Corporation,America/New_York,EST,True,-18000000,EQUITY,CMCSA,finmb_173341,us_market,,2.843,,9.686,-0.013669193,,3.7,,4559479808.0,,,,20.964,67107193.0,0.0147,,1609372800.0,0.85708,14481999872.0,3.109,0.25,0.2825023,2.4131844,0.00676,1672444800.0,,1632960000.0,2.91,1636934400.0,4527574291.0,1.03604,323400302592.0,2.0,,1487635200,2:1,,1633392000,,0.999,2.1137588,1639526400.0,0.87,,13.589431,,0.0148,68061013.0,4568920064,,,49.03,49.37,55.54635,0.019171936,0.35819998,,50.21,,23703550.0,49.03,51.5814,0.94,49.37,,23703550.0,,,1,1633392000,,,49.32,USD,19.820158,7518793.0,,,,230380683264.0,,,20281632.0,49.32,50.16,1100.0,7518793.0,61.8,,1.8,46.29,50.15,False,0.0168,1000.0,50.21,50.145,,https://logo.clearbit.com/corporate.comcast.com,3.181728354335056,-1.8241774674495947,-0.09601787954464092,-17.710559365405565,CMCSA,215 286 7794,1701 John F. Kennedy Boulevard,,,,a2a4a9fb-fa19-3b96-b114-1a9bb23a7386,USD-USD,1,0.16,0.036,1.22,1.13,1.0
28,75254,Industrials,7600.0,"Copart, Inc. provides online auctions and vehicle remarketing services in the United States, Canada, the United Kingdom, Brazil, the Republic of Ireland, Germany, Finland, the United Arab Emirates, Oman, Bahrain, and Spain. It offers a range of services for processing and selling vehicles over the internet through its virtual bidding third generation internet auction-style sales technology to vehicle sellers, insurance companies, banks and finance companies, charities, and fleet operators and dealers, as well as individuals. The company's services include online seller access, salvage estimation, estimating, end-of-life vehicle processing, virtual insured exchange, transportation, vehicle inspection stations, on-demand reporting, title processing and procurement, loan payoff, flexible vehicle processing programs, buy it now, member network, sales process, and dealer services. Its services also comprise services to sell vehicles through CashForCars.com; U-Pull-It service that allows buyer to remove valuable parts and sell the remaining parts and car body; copart 360, an online technology for posting vehicle images; membership tiers for those registering to buy vehicles through Copart.com; and virtual queue to secure a place in line while visiting one of its locations. The company sells its products principally to licensed vehicle dismantlers, rebuilders, repair licensees, used vehicle dealers, and exporters, as well as to the general public. It operates approximately 200 locations in 11 countries. Copart, Inc. has a strategic partnership with CHAMPtitles, LLC to introduce an automated digital platform for car sellers, including insurance companies for mail-oriented vehicle title processing. The company was founded in 1982 and is headquartered in Dallas, Texas.",Dallas,972 391 5000,TX,United States,[],http://www.copart.com,1.0,14185 Dallas Parkway,Specialty Business Services,0.46563998,0.3426,0.49773,1029121984,0.334,0.42139,1149927040.0,138.0,buy,1007802000.0,351968512,155.0,146.52,0.919,3.63,0.17476,8.0,153.75,16.315,0.30596,165.0,911889984.0,530126016.0,2469540096.0,3.854,USD,10.473,2.468,1.8,NMS,"Copart, Inc.","Copart, Inc.",America/New_York,EST,True,-18000000,EQUITY,CPRT,finmb_27023,us_market,,12.446,,26.728,,,3.93,,236578000.0,,,,13.735,2049732.0,0.0087,,1596153600.0,0.82892,846054016.0,3.521,,,10.667638,0.10829,1659225600.0,,1619740800.0,2.1,1619740800.0,211953042.0,1.027173,30735405056.0,2.0,,1491868800,2:1,,,,0.945,14.036382,1622160000.0,1.62,,37.282444,,0.0111,1901554.0,,,,145.4,146.01,136.4907,,0.0,,147.22,,778220.0,145.4,150.137,,146.01,,778220.0,,,,,,,145.54,USD,41.613182,129828.0,,,,34663407616.0,,,810512.0,145.54,146.6,800.0,129828.0,161.12,,,101.92,146.47,False,,1200.0,147.22,146.52,,https://logo.clearbit.com/copart.com,3.7414048622857576,1.9120342788229605,19.79034190860649,-5.19170927011201,CPRT,469 791 9009,Suite 300,,,,7fe951d1-c435-3280-90e1-fd9acd8a4f0d,USD-USD,1,0.16,0.036,1.22,1.13,1.0
29,98027,Consumer Defensive,,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan. It offers branded and private-label products in a range of merchandise categories. The company provides dry and packaged foods, and groceries; snack foods, candies, alcoholic and nonalcoholic beverages, and cleaning supplies; appliances, electronics, health and beauty aids, hardware, and garden and patio products; meat, bakery, and deli products, as well as produce; and apparel and small appliances. It also operates pharmacies, optical dispensing centers, food courts, and hearing-aid centers, as well as 615 gas stations; and offers business delivery, travel, same-day grocery, and various other services online in various countries. As of October 07, 2020, the company operated 796 warehouses, including 552 in the United States and Puerto Rico, 102 in Canada, 39 in Mexico, 29 in the United Kingdom, 27 in Japan, 16 in South Korea, 13 in Taiwan, 12 in Australia, 3 in Spain, 1 in Iceland, 1 in France, and 1 in China. It also operates e-commerce websites in the United States, Canada, the United Kingdom, Mexico, South Korea, Taiwan, Japan, and Australia. The company was formerly known as Costco Companies, Inc. and changed its name to Costco Wholesale Corporation in August 1999. Costco Wholesale Corporation was founded in 1976 and is based in Issaquah, Washington.",Issaquah,425 313 8100,WA,United States,[],http://www.costco.com,1.0,999 Lake Drive,Discount Stores,0.04255,0.02555,0.12885,,0.174,0.03424,8337332736.0,249.0,buy,25245000000.0,,460.0,549.59,0.201,1.002,0.073020004,29.0,445.65,56.051,0.27616,525.0,12174999552.0,10133000192.0,195928997888.0,27.556,USD,442.189,0.475,2.2,NMS,Costco Wholesale Corporation,Costco Wholesale Corporation,America/New_York,EST,True,-18000000,EQUITY,COST,finmb_92817,us_market,,1.011,,23.759,,,10.99,,442534016.0,,,,35.359,5248620.0,0.0119,,1630195200.0,0.69317,5007000064.0,9.779,,,15.543143,0.00217,1693267200.0,,1630195200.0,3.36,1628812800.0,440574635.0,0.649563,198084116480.0,2.0,,947808000,2:1,,,,0.202,1.2413287,1631664000.0,3.98,,50.008194,,0.0119,4819174.0,,,,549.67,551.74,435.57764,0.0050939657,0.2644,,552.31,,2600310.0,549.67,522.9282,2.8,551.74,,2600310.0,,,3.16,1627516800,,,547.49,USD,56.201046,674154.0,,,,243212288000.0,,,2202619.0,547.49,549.72,800.0,674154.0,566.64,,0.94,307.0,549.56,False,0.0069999998,800.0,552.31,549.59,,https://logo.clearbit.com/costco.com,3.2928915865598984,2.3230274176413657,53.49390745610088,0.0,COST,,,,,,ab9e914f-db40-3f4b-8924-8140f0082aa4,USD-USD,1,0.16,0.036,1.22,1.13,1.0
30,94086,Technology,4543.0,"CrowdStrike Holdings, Inc. provides cloud-delivered solutions for endpoint and cloud workload protection in the United States, Australia, Germany, India, Israel, Romania, and the United Kingdom. It offers 19 cloud modules on its Falcon platform through a software as a service subscription-based model that covers various security markets, such as corporate workload security, security and vulnerability management, managed security services, IT operations management, threat intelligence services, identity protection, and log management. The company primarily sells its platform and cloud modules through its direct sales team. CrowdStrike Holdings, Inc. was incorporated in 2011 and is headquartered in Sunnyvale, California.",Sunnyvale,888 512 8906,CA,United States,[],https://www.crowdstrike.com,1.0,150 Mathilda Place,Software—Infrastructure,-0.06068,-0.16478,0.73759,529528992,0.635,-0.099,-78011000.0,264.0,buy,644893000.0,582539520,311.5,211.2472,,1.901,-0.03151,26.0,310.62,80.947,-0.23629999,340.0,1907507968.0,776745984.0,1285512960.0,8.317,USD,5.71,1.765,1.7,NMS,"CrowdStrike Holdings, Inc.","CrowdStrike Holdings, Inc.",America/New_York,EST,False,-18000000,EQUITY,CRWD,finmb_420347413,us_market,,36.166,,-595.96,,,0.7,,199244000.0,,,,3.762,11338436.0,0.0494,,1612051200.0,0.72844005,-211824000.0,-0.719,,,56.152893,0.01424,1675123200.0,,1635638400.0,2.91,1635465600.0,206116415.0,1.428067,46491467776.0,2.0,,,,,,,,37.107323,1638230400.0,7.89,,301.7817,,0.0551,11363807.0,,,,207.6,207.6,236.43903,,0.0,,211.33,,3397610.0,207.6,243.5546,,207.6,,3397610.0,,,,,,,204.73,USD,,1490641.0,,,,47701942272.0,,,3570579.0,204.73,210.84,800.0,1490641.0,298.48,,,168.67,210.63,False,,1000.0,211.33,211.2472,,https://logo.clearbit.com/crowdstrike.com,-0.3516430466596998,-7.88173470621889,0.456466991132376,-29.439252239166713,CRWD,,Suite 300,,,,91e696a0-f87a-3aaf-b2cd-1bd49fbc1d92,USD-USD,1,0.16,0.036,1.22,1.13,1.0
31,32202,Industrials,20500.0,"CSX Corporation, together with its subsidiaries, provides rail-based freight transportation services. The company offers rail services; and transportation of intermodal containers and trailers, as well as other transportation services, such as rail-to-truck transfers and bulk commodity operations. It transports chemicals, agricultural and food products, automotive, minerals, forest products, fertilizers, and metals and equipment; and coal, coke, and iron ore to electricity-generating power plants, steel manufacturers, and industrial plants, as well as exports coal to deep-water port facilities. The company also offers intermodal transportation services through a network of approximately 30 terminals transporting manufactured consumer goods in containers; and drayage services, including the pickup and delivery of intermodal shipments. It serves the automotive industry with distribution centers and storage locations, as well as connects non-rail served customers through transferring products from rail to trucks, which includes plastics and ethanol. The company operates approximately 19,500 route mile rail network, which serves various population centers in 23 states east of the Mississippi River, the District of Columbia, and the Canadian provinces of Ontario and Quebec, as well as owns and leases approximately 3,539 locomotives. It also serves production and distribution facilities through track connections. CSX Corporation was incorporated in 1978 and is headquartered in Jacksonville, Florida.",Jacksonville,904-359-3200,FL,United States,[],http://www.csx.com,1.0,500 Water Street,Railroads,0.54723,0.3026,0.54723,4953999872,0.243,0.42918998,6522999808.0,21.0,buy,5795000000.0,2324624896,38.0,36.765,0.344,1.718,0.080369994,24.0,36.47,128.113,0.27854002,40.0,2179000064.0,16874999808.0,11920000000.0,0.982,USD,5.254,1.545,2.1,NMS,CSX Corporation,CSX Corporation,America/New_York,EST,True,-18000000,EQUITY,CSX,finmb_257948,us_market,,7.875,,14.39,,,4.96,,757400000.0,,,,17.363,27725902.0,0.0125,,1609372800.0,0.76422,3607000064.0,3.529,,,2.1174335,0.00125,1672444800.0,,1632960000.0,2.18,1631664000.0,2215299651.0,1.167195,93864828928.0,2.0,,1624924800,3:1,,,,0.315,2.336058,1634256000.0,1.39,,7.412298,,0.0126,21773850.0,,,,36.08,36.3,33.241684,0.029379154,0.23040001,,36.885,,11322170.0,36.08,35.7976,1.06,36.3,,11322170.0,,,0.37,1638144000,,,36.13,USD,10.417965,3727918.0,,,,27845810176.0,,,12300700.0,36.13,36.87,800.0,3727918.0,37.6,,1.34,27.703333,36.86,False,0.0104,2200.0,36.885,36.765,,https://logo.clearbit.com/csx.com,4.157427726926888,5.502534974574225,27.62728384584745,0.0,CSX,,15th Floor,,,,cae83bac-a0a9-3e3d-abad-1fd2a636df88,USD-USD,1,0.16,0.036,1.22,1.13,1.0
32,10018,Technology,2185.0,"Datadog, Inc. provides monitoring and analytics platform for developers, information technology operations teams, and business users in the cloud in North America and internationally. The company's SaaS platform integrates and automates infrastructure monitoring, application performance monitoring, log management, and security monitoring to provide real-time observability of customers technology stack. Its platform also provides user experience and network performance monitoring, incident management, and various shared features, such as sophisticated dashboards, advanced analytics, collaboration tools, and alerting capabilities. The company was incorporated in 2010 and is headquartered in New York, New York.",New York,866 329 4466,NY,United States,[],http://www.datadoghq.com,1.0,620 8th Avenue,Software—Application,-0.03246,-0.070310004,0.76665,163471008,0.668,-0.053540003,-24813000.0,115.0,buy,473456000.0,144476752,152.0,179.7,,4.31,-0.013250001,17.0,150.65,86.855,-0.058870003,188.0,1410158976.0,792878976.0,764304000.0,4.549,USD,2.504,4.195,2.1,NMS,"Datadog, Inc.","Datadog, Inc.",America/New_York,EST,False,-18000000,EQUITY,DDOG,finmb_134521275,us_market,,64.465,,-1985.672,,,-0.06,,233936992.0,,,,2.656,13128879.0,0.0423,,1609372800.0,0.77879,-53740000.0,-0.12,,,67.658134,0.09340999,1672444800.0,,1625011200.0,4.98,1630368000.0,207313832.0,1.005536,49270476800.0,2.0,,,,,,,,72.50574,1632960000.0,16.65,,-2995.0,,0.056599997,13108848.0,,,,179.68,179.41,125.429,,0.0,,179.8738,,4786680.0,179.68,174.4972,,179.41,,4786680.0,,,,,,,175.73,USD,,758169.0,,,,55416426496.0,,,3353138.0,175.73,178.46,800.0,758169.0,199.675,,,69.73,178.36,False,,800.0,179.8738,179.7,,https://logo.clearbit.com/datadoghq.com,0.016704162572001025,-1.792446953841642,81.67206837887394,-8.572441521171491,DDOG,,45th Floor,,,,085d3cdc-4322-3ea5-9645-762cfc47ec54,USD-USD,1,0.16,0.036,1.22,1.13,1.0
33,92121,Healthcare,5500.0,"DexCom, Inc., a medical device company, focuses on the design, development, and commercialization of continuous glucose monitoring (CGM) systems in the United States and internationally. The company offers its systems for use by people with diabetes, as well as for use by healthcare providers. Its products include DexCom G6, an integrated CGM system for diabetes management; Dexcom G7, a next generation G7 CGM system; and Dexcom Share, a remote monitoring system. DexCom, Inc. has a collaboration and license agreement with Verily Life Sciences LLC and Verily Ireland Limited to develop next-generation CGM products. The company markets its products directly to endocrinologists, physicians, and diabetes educators. DexCom, Inc. was founded in 1999 and is headquartered in San Diego, California.",San Diego,858 200 0200,CA,United States,[],http://www.dexcom.com,1.0,6340 Sequence Drive,Diagnostics & Research,0.19162,0.24452999,0.69151,409000000,0.317,0.15899,415800000.0,475.0,buy,1280100000.0,-115350000,522.5,575.775,0.312,5.784,0.05373,20.0,522.55,94.814,0.31663,600.0,2584900096.0,1894000000.0,2169900032.0,26.718,USD,22.544,5.108,1.6,NMS,"DexCom, Inc.","DexCom, Inc.",America/New_York,EST,True,-18000000,EQUITY,DXCM,finmb_114039,us_market,,23.84,,124.412,,,3.33,,96705904.0,,,,19.681,3619787.0,0.0374,,1609372800.0,1.00094,530600000.0,5.205,,,29.255375,0.0051200003,1672444800.0,,1625011200.0,7.53,1628812800.0,96224522.0,0.737037,51730558976.0,2.0,,,,,,,0.359,25.660557,1631664000.0,13.32,,172.90541,,0.0421,3977523.0,,,,572.79,575.0,479.40845,,0.0,,579.45,,867060.0,572.79,584.6072,,575.0,,867060.0,,,,,,,572.93,USD,110.619606,130461.0,,,,55680843776.0,,,676032.0,572.93,575.88,900.0,130461.0,659.45,,,318.45,575.08,False,,900.0,579.45,575.775,,https://logo.clearbit.com/dexcom.com,-6.5276899121123115,-6.236315430998984,50.01401893252777,-17.79012738602791,DXCM,,,,,,3ae7c86d-714e-392b-b6fd-23c89f3c2654,USD-USD,1,0.16,0.036,1.22,1.13,1.0
