,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,1w_chg_pct,1m_chg_pct,1y_chg_pct,max_drawdown,ticker,fax,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid,weight,ratecode,ratecode2,USD-USD,CNY-USD,TWD-USD,HKD-USD,EUR-USD,rate,rate2
10,311121,Consumer Cyclical,258578.0,"Alibaba Group Holding Limited, through its subsidiaries, provides technology infrastructure and marketing reach to merchants, brands, retailers, and other businesses to engage with their users and customers in the People's Republic of China and internationally. It operates through four segments: Core Commerce, Cloud Computing, Digital Media and Entertainment, and Innovation Initiatives and Others. The company operates Taobao Marketplace, a social commerce platform; Tmall, a third-party online and mobile commerce platform for brands and retailers; Alimama, a monetization platform; 1688.com and Alibaba.com, which are online wholesale marketplaces; AliExpress, a retail marketplace; Lazada, Trendyol, and Daraz that are e-commerce platforms; and Tmall Global and Kaola, which are import e-commerce platforms. It also operates Lingshoutong that connects FMCG manufacturers and their distributors to small retailers; Cainiao Network logistic services platform; Ele.me, an on-demand delivery and local services platform; Koubei, a restaurant and local services guide platform; and Fliggy, an online travel platform. In addition, the company offers pay-for-performance, in-feed, and display marketing services; and Taobao Ad Network and Exchange, a real-time online bidding marketing exchange. Further, it provides elastic computing, database, storage, virtualization network, large-scale computing, security, management and application, big data analytics, machine learning platform, and Internet of Things services. Additionally, the company operates Youku, an online video platform; Alibaba Pictures and other content platforms that provide online videos, films, live events, news feeds, literature, music, and others; Amap, a mobile digital map, navigation, and real-time traffic information app; DingTalk, a business efficiency app; and Tmall Genie, an AI-enabled smart speaker. The company was incorporated in 1999 and is based in Hangzhou, the People's Republic of China.",Hangzhou,86 571 8502 2088,China,[],https://www.alibabagroup.com,1.0,969 West Wen Yi Road,Internet Retail,Yu Hang District,0.19149,0.15305,0.38781,196824006656.0,0.294,0.13144,156045000704.0,150.33,buy,297772000000.0,150922248192.0,205.44,102.1,-0.812,1.645,0.042379998,31,218.03,16.682,0.11253,344.75,459204984832.0,183158996992.0,814909030400.0,170.376,CNY,301.086,1.184,1.7,HKG,BABA-SW,Alibaba Group Holding Limited,Asia/Hong_Kong,HKT,True,28800000,EQUITY,9988.HK,finmb_42083601,hk_market,,0.206,,1.074,,,,,21687300096.0,,,,357.23,,,,1617148800.0,0.14355,124456001536.0,,,,0.28581026,0.01334,1680220800.0,,1632960000.0,,,1919934385.0,0.92,167659126784.0,3.0,,,,,,,-0.81,2.717203,,,,,,,,,,,88.25,88.25,137.89325,,0.0,,103.8,,43352889.0,88.25,101.541,,88.25,,43352889.0,,,,,,,87.15,HKD,,102134425.0,,,,2214273220608.0,,,51167052.0,87.15,102.2,,102134425.0,226.8,,,71.0,102.1,False,,,103.8,102.1,,https://logo.clearbit.com/alibabagroup.com,17.830348154844387,-10.359967422016902,-54.622222900390625,-54.66252226567002,9988.HK,86 571 8526 9066,,,,d55eb109-298f-3d01-9a6d-a9cd21082973,0.036699999999999997,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
11,101111,Healthcare,2576.0,"JD Health International Inc., an investment holding company, operates an online healthcare platform in the People's Republic of China. It offers pharmaceutical and healthcare products, including OTC drugs, prescription drugs, and medical devices and supplies, as well as health and wellness products through direct selling and online retail pharmacy network. The company also provides online healthcare services, such as online consultation, prescription renewal, chronic disease management, family doctor, and consumer healthcare services; health management and intelligent healthcare solutions, as well as technical and advertising services. In addition, its platform allows users to book appointments and pay for services, such as general physical exams, aesthetic medicines, vaccination appointments, dental care services, and nucleic acid testing tests. The company was incorporated in 2018 and is headquartered in Beijing, the People's Republic of China. JD Health International Inc. is a subsidiary of JD Jiankang Limited.",Beijing,,China,[],https://ir.jdhealth.com,1.0,"Building C, 8th Floor",Medical Care Facilities,No. 18 Kechuang 11 Street Yizhuang Eco & Tech Dev Zn Daxing District,-0.02151,-0.50863,0.24779,5273697792.0,0.554,-0.02276,-521527008.0,88.2,buy,4917298000.0,5887043072.0,122.26,50.55,,6.573,-0.01191,16,123.93,0.292,-0.73120004,184.39,41828519936.0,115477000.0,24242909184.0,13.136,CNY,9.047,6.143,1.7,HKG,JD HEALTH,JD Health International Inc.,Asia/Hong_Kong,HKT,False,28800000,EQUITY,6618.HK,finmb_689379460,hk_market,,6.995,,-325.144,,,,,3194619904.0,,,,12.42,,,,1609372800.0,0.06619,-12330755072.0,,,,4.0700483,0.6793,1672444800.0,,1625011200.0,,,1021226532.0,,169571139584.0,3.0,,,,,,,,6.6612477,,,,,,,,,,,46.85,46.65,66.59375,,0.0,,52.9,,6936488.0,46.85,49.777,,46.65,,6936488.0,,,,,,,46.15,HKD,,15954402.0,,,,161488027648.0,,,9618685.0,46.15,50.55,,15954402.0,124.8,,,31.4,50.5,False,,,52.9,50.55,,https://logo.clearbit.com/ir.jdhealth.com,11.221118566580323,0.19821302796600992,-58.223141126396236,-58.223141126396236,6618.HK,,,,,bc545850-ca09-3af0-b523-789a002e239e,0.0322,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
12,550009,Technology,,"Full Truck Alliance Co. Ltd., together with its subsidiaries, operates a digital freight platform that connects shippers with truckers to facilitate shipments across distance ranges, cargo weights, and types in the People's Republic of China. It offers freight listing, matching, and brokerage services; and online transaction services, as well as various value-added services. The company also provides guarantees, and technology development and other services. Full Truck Alliance Co. Ltd. was founded in 2011 and is based in Guiyang, China.",Guiyang,86 851 8384 2056,China,[],https://www.fulltruckalliance.com,1.0,No. 123 Kaifa Avenue,Software—Application,Economic and Technical Development Zone,-0.80143,-0.78472,0.43362,,0.681,-0.8151,-3732273920.0,19.5,buy,2019363000.0,,22.25,6.03,,10.571,-0.0797,4,22.34,0.029,-0.13391,25.36,25918932992.0,9000000.0,4657018880.0,24.044,CNY,6.927,9.494,1.7,NYQ,Full Truck Alliance Co. Ltd.,Full Truck Alliance Co. Ltd.,America/New_York,EDT,False,-14400000,EQUITY,YMM,finmb_560353894,us_market,,-3.564,,4.447,,,0.25,,1085849984.0,,,,30.126,20552447,0.0189,,1640908800.0,0.32588002,-4172879872.0,-2.029,,,0.20015934,0.0,1703980800.0,,1640908800.0,5.17,1642118400,548355184.0,,-16598245376.0,2.0,,,,,,,,1.4059801,1644883200,,,24.12,,,22221430,,,,5.0,5.68,11.20505,,0.0,,6.105,,5367860.0,5.0,7.0126,,5.68,,5367860.0,,,,,,,5.6,USD,,11636688.0,,,,6547675648.0,,,7570855.0,5.6,6.15,3200,11636688.0,21.5,,,4.12,5.88,False,,2900,6.105,6.03,,https://logo.clearbit.com/fulltruckalliance.com,18.70079331436747,-20.132449569892895,-71.2857132866269,-71.31303483116153,YMM,,,,,3413bc8d-c94c-3915-a646-a63e245bafc6,0.0308,CNY-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,1.0
13,310052,Communication Services,28239.0,"NetEase, Inc. provides online services focusing on gaming, communication, and commerce in the Peoples' Republic of China and internationally. The company operates in three segments: Online Games Services, Youdao, and Innovative Businesses and Others. It develops and operates PC and mobile games, as well as offers games licensed from other game developers. The company's products and services include Youdao Dictionary, an online knowledge tool; smart devices, such as Youdao Smart Pen, Youdao Dictionary Pen, Youdao Pocket Translator, and Youdao Cloud Pen; online courses; interactive learning apps; and enterprise services, such as Youdao Smart Cloud, a cloud-based platform that helps third-party app developers, smart device brands, and manufacturers to access its optical character recognition capability and neural machine translation engine. Its products and services also include NetEase Cloud Music, a music streaming platform; Yanxuan, an e-commerce platform, which sells private label products, including consumer electronics, food, apparel, homeware, kitchenware, and other general merchandise; NetEase Media, an internet media platform; NetEase Mail, an email service; NetEase CC Live streaming, a live streaming platform with a focus on game broadcasting; and NetEase Pay, a payment platform. The company was formerly known as NetEase.com, Inc. and changed its name to NetEase, Inc. in March 2012. NetEase, Inc. was founded in 1997 and is headquartered in Hangzhou, the People's Republic of China.",Hangzhou,86 571 8985 3378,China,[],https://ir.netease.com,1.0,NetEase Building,Electronic Gaming & Multimedia,No. 599 Wangshang Road Binjiang District,0.21957001,0.14626001,0.52992,24772376576,0.189,0.17858,18223044608.0,113.35,strong_buy,38983402000.0,14793283584,113.35,95.33,0.092,2.223,0.06333,1,113.35,21.111,0.12679,113.35,91333386240.0,20361402368.0,82994200576.0,137.307,CNY,124.002,1.974,1.5,NMS,"NetEase, Inc.","NetEase, Inc.",America/New_York,EDT,False,-14400000,EQUITY,NTES,finmb_416512,us_market,,0.08,,0.363,,,4.85,,670980992.0,,,,125.951,6961584,0.0104,,1609372800.0,0.34759,12138389504.0,2.812,,,0.75688165,0.013350001,1672444800.0,,1632960000.0,1.95,1636934400,359316068.0,0.568831,6619563008.0,2.0,,1601596800,5:1,,,,0.061,0.78832626,1639526400,,,19.65567,,,6640966,,,,91.29,96.0,95.95425,0.056216452,0.288,,99.32,,1872380.0,91.29,90.7954,5.132,96.0,,1872380.0,,,0.82,1638230400,,,95.21,USD,33.90114,2744579.0,,,,65426509824.0,,,2783850.0,95.21,96.65,900,2744579.0,120.84,,1.13,68.62,95.55,False,0.0085,900,99.32,95.33,,https://logo.clearbit.com/ir.netease.com,11.02958438549253,3.59704988995746,-14.713732774027088,-19.734784395891403,NTES,,,,,58199f0d-f7ac-3a35-abfd-51f06c58c423,0.0276,CNY-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,1.0
14,101111,Consumer Cyclical,314906.0,"JD.com, Inc. operates as an e-commerce company and retail infrastructure service provider in the People's Republic of China. It operates in two segments, JD Retail and New Businesses. The company offers home appliances; mobile handsets and other digital products; desktop, laptop, and other computers, as well as printers and other office equipment; furniture and household goods; apparel; cosmetics, personal care items, and pet products; women's shoes, bags, jewelry, and luxury goods; men's shoes, sports gears, and fitness equipment; automobiles and accessories; maternal and childcare products, toys, and musical instruments; and food, beverage, and fresh produce. It also provides gifts, flowers, and plants; pharmaceutical and healthcare products, including OCT pharmaceutical products, nutritional supplements, healthcare services, and other healthcare equipment; books, e-books, music, movie, and other media products; and virtual goods, such as online travel agency, attraction tickets, and prepaid phone and game cards, as well as industrial products and installation and maintenance services. In addition, the company offers an online marketplace for third-party merchants to sell products to customers; and transaction processing and billing, and other services. Further, it provides online marketing services for suppliers, third-party merchants, and other business partners; supply chain and logistics services for various industries; and consumer financing services to individual customers, as well as online-to-offline solutions. JD.com, Inc. offers its products through its website jd.com and mobile apps, as well as directly to customers. As of December 31, 2020, JD.com, Inc. operated fulfillment centers with a network of approximately 900 warehouses in various counties and districts in China. The company has strategic cooperation agreement with Tencent Holdings Limited. JD.com, Inc. was incorporated in 2006 and is headquartered in Beijing, China.",Beijing,,China,[],https://www.jd.com,1.0,Building A,Internet Retail,"20th Floor No. 18 Kechuang 11 Street Yizhuang Eco & Tech Dev Zn, Daxing Dist.",0.010679999,0.02881,0.07289,41042538496,0.255,0.0036300002,9614210048.0,164.77,buy,60408124000.0,19941136384,407.13,265.6,,1.415,0.00477,20,403.64,15.095,0.11849,490.86,190344577024.0,37607641088.0,900013162496.0,122.544,CNY,579.625,1.017,1.7,HKG,JD-SW,"JD.com, Inc.",Asia/Hong_Kong,HKT,True,28800000,EQUITY,9618.HK,finmb_36273923,hk_market,,0.383,,35.874,,,10.64,,2673720064.0,,,,138.62,,,,1609372800.0,0.13270001,25930465280.0,,,,1.9160296,0.31027,1672444800.0,,1632960000.0,,,896158838.0,0.690203,344900993024.0,3.0,,,,,,,,0.9201341,,0.97,,24.962406,,,,,,,229.6,227.0,282.4355,,0.0,,286.0,,11017092.0,229.6,241.662,,227.0,,11017092.0,,,,,,,222.6,HKD,,26926251.0,,,,828132818944.0,,,11977059.0,222.6,265.6,,26926251.0,365.0,,,160.1,265.4,False,,,286.0,265.6,,https://logo.clearbit.com/jd.com,27.447223551956256,11.596641219964553,-11.111105437011126,-26.05790727244397,9618.HK,,,,,4088a1b7-cb28-3031-9d9b-f1e160b9c1a5,0.024399999999999998,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
15,200433,Communication Services,8646.0,"Bilibili Inc. provides online entertainment services for the young generations in the People's Republic of China. Its platform offers a range of content, including video services, mobile games, and value-added service, as well as ACG-related comic and audio content. The company's video services include professional user generated videos, occupationally generated videos, and live broadcasting. Bilibili Inc. was founded in 2009 and is headquartered in Shanghai, the People's Republic of China.",Shanghai,86 21 2509 9255,China,[],https://www.bilibili.com,1.0,Building 3,Electronic Gaming & Multimedia,Guozheng Center No. 485 Zhengli Road Yangpu District,-0.18019,-0.31698,0.22298001,,0.614,-0.30573,-3143066112.0,74.04,buy,2840176000.0,,101.05,24.34,,2.745,-0.09977,32,105.91,38.985,-0.34911,182.1,24430551040.0,9131593728.0,17443028992.0,62.978,CNY,47.079,2.377,1.6,NMS,Bilibili Inc.,Bilibili Inc.,America/New_York,EDT,False,-14400000,EQUITY,BILI,finmb_291855394,us_market,,-0.172,,0.954,,,-2.06,,382915008.0,,,,60.286,26320804,0.0679,,1609372800.0,0.43948,-5529013248.0,-2.345,,,0.40374216,0.034089997,1672444800.0,,1632960000.0,5.3,1642118400,227031236.0,1.310975,-2999891712.0,2.0,,,,,,,,0.5343195,1644883200,-503.83,,-11.815535,,,21894527,,,,22.17,25.96,55.7595,,0.0,,26.28,,10052000.0,22.17,26.4884,,25.96,,10052000.0,,,,,,,24.3,USD,,12961650.0,,,,9320151040.0,,,11612301.0,24.3,24.5,1400,12961650.0,129.24,,,14.93,24.43,False,,1200,26.28,24.34,,https://logo.clearbit.com/bilibili.com,15.464896777422265,-13.749111464118558,-78.04438028271565,-80.8119823055784,BILI,,,,,e2d7c5fe-5e41-3353-9ae2-b3e0bc0b5d33,0.0191,CNY-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,1.0
16,100085,Communication Services,5775.0,"Kingsoft Corporation Limited, an investment holding company, operates as a software and internet service company in Mainland China, Hong Kong, and internationally. It operates in two segments, Entertainment Software and Others, and Office Software and Services. The Entertainment Software segment engages in the research and development of games; and provision of online games, mobile games, and casual game services. The Office Software and Services and Others segment designs, researches and develops, sells, and markets office software products and services of WPS Office. It also engages in the operation and distribution of games; marketing and operation of SMS, and wireless service of online games and application software; sale and operation of office application software; marketing and operation of entertainment software products; and research, development, and distribution of consumer application software. Kingsoft Corporation Limited was founded in 1988 and is headquartered in Kowloon, Hong Kong.",Kowloon,852 9830 3138,Hong Kong,[],https://www.kingsoft.com,1.0,"Tower 5, The Gateway",Electronic Gaming & Multimedia,"32/F, Suite 3208 Harbour City Tsim Sha Tsui",0.23971,0.15451,0.8305,2372114944,0.081,0.20767,1475344000.0,35.07,buy,4676962000.0,1657241728,47.04,24.1,-0.146,5.982,0.02271,20,49.9,8.487,0.05294,82.67,18802563072.0,2461050112.0,6154805760.0,13.64,CNY,4.485,5.654,2.0,HKG,KINGSOFT,Kingsoft Corporation Limited,Asia/Hong_Kong,HKT,False,28800000,EQUITY,3888.HK,finmb_9274438,hk_market,,5.661,,23.616,,,0.99,,1365240064.0,,,,18.256,,,,1609372800.0,0.38926998,950995968.0,-1.262775,,,1.3201139,0.32579,1672444800.0,,1632960000.0,,,955377614.0,0.547315,34841591808.0,3.0,,,,,,,-0.152,5.3457875,,-2.41,,24.343435,,,,,,,22.8,22.9,31.95345,0.007368421,0.2159,,24.65,,4895364.0,22.8,25.4788,0.168,22.9,,4895364.0,,,0.2,1622419200,,,22.25,HKD,,11752278.0,,,,32902285312.0,,,6520421.0,22.25,24.15,0,11752278.0,61.25,,,19.52,24.1,False,0.0058,0,24.65,24.1,,https://logo.clearbit.com/kingsoft.com,7.589289249510234,-3.9840636844701294,-56.01393243281818,-59.612125126090845,3888.HK,86 10 8232 5655,,,,35caeb1d-f319-356a-a3fd-89e7884fd0c6,0.017,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
17,518057,Communication Services,4769.0,"Tencent Music Entertainment Group operates online music entertainment platforms that provides music streaming, online karaoke, and live streaming services in the People's Republic of China. It offers QQ Music, Kugou Music, and Kuwo Music that enable users to discover and listen to music in personalized ways; and WeSing, which enables users to have fun by singing and interacting with friends, sharing their singing performances with friends, and discovering songs that others have sung. The company also operates Kugou Music, Kuwo Music, WeSing, QQ Music, Kugou Live, and Kuwo Live that provides an interactive online stage for performers and users to showcase their talent and engage with those interested in their performance; and Kuwo Changting, an audio platform that offers users various audio content, including audio books, cross-talks, radio dramas, and other entertainment. In addition, it sells music-related merchandise, including Kugou headsets, smart speakers, WeSing karaoke microphones, and Hi-Fi systems; and offers online music event ticketing services, as well as services to smart device and automobile makers to build and operate music services on devices and vehicles. Tencent Music Entertainment Group has a strategic partnership with China Literature. The company was formerly known as China Music Corporation. The company was incorporated in 2012 and is headquartered in Shenzhen, China. Tencent Music Entertainment Group is a subsidiary of Tencent Holdings Limited.",Shenzhen,86 755 8601 3388,China,[],https://www.tencentmusic.com,1.0,Matsunichi Building,Internet Content & Information,"17th Floor Midwest District of Hi-tech Park Kejizhongyi Road, Nanshan District",0.14347,0.11541,0.30993,6280999936,0.03,0.11895,4586999808.0,5.1,buy,9302000000.0,4002125056,12,4.25,-0.353,2.621,0.03644,21,12.46,10.771,0.07695,23.99,20241000448.0,5452000256.0,31971999744.0,12.246,CNY,19.198,2.302,2.2,NYQ,Tencent Music Entertainment Gro,Tencent Music Entertainment Group,America/New_York,EDT,False,-14400000,EQUITY,TME,finmb_551009282,us_market,,-0.163,,-1.138,,,0.39,,1692569984.0,,,,30.223,39201998,0.0232,,1609372800.0,0.53851,3689999872.0,0.345,,,0.14062138,0.05628,1672444800.0,,1632960000.0,3.16,1642118400,667497302.0,1.11511,-5218221056.0,4.0,,,,,,,-0.346,0.2298512,1644883200,211.04,,10.897436,,,33820734,,,,4.07,4.43,7.0281,,0.0,,4.49,,15456300.0,4.07,4.7514,,4.43,,15456300.0,,,,,,,4.24,USD,12.318841,14795997.0,,,,7348802560.0,,,19317021.0,4.24,4.39,34100,14795997.0,17.64,,,2.95,4.2,False,,34100,4.49,4.25,,https://logo.clearbit.com/tencentmusic.com,4.166668614530922,-14.658634865011521,-75.60275556035373,-75.60275556035373,TME,86 755 8601 3399,,,,20ef5f70-7ac7-3300-9c2b-6ae71fe299a6,0.0158,CNY-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,1.0
18,310052,Communication Services,28239.0,"NetEase, Inc. provides online services focusing on gaming, communication, and commerce in the Peoples' Republic of China and internationally. The company operates in three segments: Online Games Services, Youdao, and Innovative Businesses and Others. It develops and operates PC and mobile games, as well as offers games licensed from other game developers. The company's products and services include Youdao Dictionary, an online knowledge tool; smart devices, such as Youdao Smart Pen, Youdao Dictionary Pen, Youdao Pocket Translator, and Youdao Cloud Pen; online courses; interactive learning apps; and enterprise services, such as Youdao Smart Cloud, a cloud-based platform that helps third-party app developers, smart device brands, and manufacturers to access its optical character recognition capability and neural machine translation engine. Its products and services also include NetEase Cloud Music, a music streaming platform; Yanxuan, an e-commerce platform, which sells private label products, including consumer electronics, food, apparel, homeware, kitchenware, and other general merchandise; NetEase Media, an internet media platform; NetEase Mail, an email service; NetEase CC Live streaming, a live streaming platform with a focus on game broadcasting; and NetEase Pay, a payment platform. The company was formerly known as NetEase.com, Inc. and changed its name to NetEase, Inc. in March 2012. NetEase, Inc. was founded in 1997 and is headquartered in Hangzhou, the People's Republic of China.",Hangzhou,86 571 8985 3378,China,[],https://ir.netease.com,1.0,NetEase Building,Electronic Gaming & Multimedia,No. 599 Wangshang Road Binjiang District,0.21957001,0.14626001,0.52992,24772376576,0.189,0.17858,18223044608.0,120.17,buy,38983402000.0,14793283584,209,154.0,0.092,2.223,0.06333,18,204.54,21.111,0.12679,226.48,91333386240.0,20361402368.0,82994200576.0,137.307,CNY,124.002,1.974,1.6,HKG,NTES-S,"NetEase, Inc.",Asia/Hong_Kong,HKT,True,28800000,EQUITY,9999.HK,finmb_416512,hk_market,,0.5,,2.276,,,10.77,,3354899968.0,,,,125.951,,,,1609372800.0,0.10329001,12138389504.0,,,,1.2226977,0.40693,1672444800.0,,1632960000.0,,,359316068.0,0.568831,41474912256.0,3.0,,,,,,,0.061,6.225189,,0.9,,14.298978,,,,,,,143.0,143.9,150.6215,0.035888113,0.288,,156.6,,5676397.0,143.0,143.294,5.132,143.9,,5676397.0,,,1.4,1638230400,,,141.4,HKD,,10984182.0,,,,516654596096.0,,,7226781.0,141.4,154.0,,10984182.0,190.7,,,108.3,153.8,False,0.009,,156.6,154.0,,https://logo.clearbit.com/ir.netease.com,12.163143901713402,5.769226335411215,-12.019860890429223,-18.530022433710936,9999.HK,,,,,ca40ad5a-14e4-3de0-8c6d-3ea3ea5ec439,0.0152,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
19,,Healthcare,1334.0,"Alibaba Health Information Technology Limited, an investment holding company, engages in the pharmaceutical direct sales, pharmaceutical e-commerce platform, medical and healthcare services, and digital infrastructure businesses in the People's Republic of China. It offers range of prescription drugs, OTC drugs, nutritional supplements, medical devices, contact lenses, and various other health-related products through its online stores on Tmall.com and offline pharmacy outlets to business-to-customer and business-to-business customers; and pharmaceutical products, medical devices and healthcare products, health food, sexual health and family planning products, contact lenses, and medical and healthcare services through its e-commerce platform. The company provides medical and healthcare services through various channels, such as Taobao, Tmall, Alipay, Dr. Deer APP, and Quark Search. In addition, it engages in the tracking and digital health businesses; provision of network hospital, healthcare related technology consultancy, and healthcare related technical services; operation of internet hospitals; and asset management. The company was formerly known as CITIC 21CN Company Limited and changed its name to Alibaba Health Information Technology Limited in September 2014. The company is based in Causeway Bay, Hong Kong.",Causeway Bay,852 2583 9333,Hong Kong,[],https://www.alihealth.cn,1.0,Tower One,Pharmaceutical Retailers,26th Floor Times Square 1 Matheson Street,-0.04304,-0.0094099995,0.20397,1040731008,0.307,-0.043860003,-762424000.0,7.02,buy,3602854000.0,1327243776,15.63,4.55,,2.733,-0.02637,18,17.35,0.483,-0.01176,29.06,11283131392.0,67827000.0,17714151424.0,0.837,CNY,1.316,2.202,2.3,HKG,ALI HEALTH,Alibaba Health Information Technology Limited,Asia/Hong_Kong,HKT,False,28800000,EQUITY,0241.HK,finmb_4481114,hk_market,,4.106,,-95.389,,,,,13489800192.0,,,,1.044,,,,1617148800.0,0.09608,-166614000.0,-0.028031,,,4.3582377,0.69966006,1680220800.0,,1632960000.0,,,4101332290.0,0.529053,72726601728.0,3.0,,,,,,,,3.4649467,,,,,,,,,,,4.03,3.94,8.47135,,0.0,,4.61,,43237512.0,4.03,4.8166,,3.94,,43237512.0,,,,,,,3.88,HKD,,82695488.0,,,,61378592768.0,,,52746191.0,3.88,4.55,0,82695488.0,24.4,,,3.28,4.54,False,,0,4.61,4.55,,https://logo.clearbit.com/alihealth.cn,11.793611764825807,-12.835241884793035,-80.80168757694783,-80.80168757694783,0241.HK,852 2215 5200,,,,733f9c1e-3d06-3c34-aee2-b8da3942bfd8,0.0148,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
20,,Financial Services,87240.0,"Lufax Holding Ltd operates a technology-empowered personal financial services platform in China. It offers loan products, including unsecured loans and secured loans, as well as consumer finance loans. The company also provides wealth management platforms, such as Lufax (Lu.com), Lu International (Singapore), and Lu International (Hong Kong) to the middle class and affluent investors to invest in products and portfolios; retail credit facilitation services platform that offers small business owners with lending solutions; and technology empowerment solutions for financial institutions. Lufax Holding Ltd was incorporated in 2014 and is headquartered in Shanghai, China.",Shanghai,86 21 3863 2121,China,[],https://www.lufaxholding.com,1.0,No. 1333 Lujiazui Ring Road,Credit Services,15th Floor Pudong New District,0.46693,0.26489002,0.88869005,3238949120,0.218,0.46394002,29586313216.0,6,buy,49343567000.0,-91804205056,12.3,5.55,0.647,24.402,0.06756,18,12.9,42.53,0.21595,21.45,64003108864.0,39691616256.0,63363469312.0,27.202,CNY,26.835,22.49,1.7,NYQ,Lufax Holding Ltd,Lufax Holding Ltd,America/New_York,EDT,False,-14400000,EQUITY,LU,finmb_629684352,us_market,,-0.188,,-0.402,,,1.21,,2462299904.0,,,,39.024,15947657,0.0064999997,,1609372800.0,0.11545999,16784726016.0,1.05,,,0.14222018,0.0,1672444800.0,,1632960000.0,1.58,1638230400,871576409.0,,-11886460928.0,2.0,,,,,,,0.891,0.21567261,1640908800,0.28,,4.5867767,,,21207372,,,,5.32,5.7,6.5159,,0.0,,5.97,,5631890.0,5.32,5.7934,,5.7,,5631890.0,,,,,,,5.52,USD,5.2857146,10206075.0,,,,13665765376.0,,,10780059.0,5.52,5.88,4000,10206075.0,13.04,,,4.085,5.52,False,,2900,5.97,5.55,,https://logo.clearbit.com/lufaxholding.com,1.0929038637187194,-4.47503880559923,-53.36134143993927,-56.5047014797647,LU,,,,,920d0c66-f3d2-3d92-aa6d-590a5d244bd9,0.014199999999999999,CNY-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,1.0
